"name","album","release_date","track_number","uri","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","valence","popularity","duration_min"
"the 1","folklore (deluxe version)","2020-08-18",1,"spotify:track:4pfrrhvplbJZAIsfosGWQP",0.75,0.78,0.361,7.14e-06,0.108,-6.942,0.048,139.902,0.163,68,3.504
"cardigan","folklore (deluxe version)","2020-08-18",2,"spotify:track:0KRYCBwIpWYFNrXOmXbyUh",0.525,0.612,0.58,0.000414,0.26,-8.572,0.0419,130.045,0.534,68,3.99266666666667
"the last great american dynasty","folklore (deluxe version)","2020-08-18",3,"spotify:track:2olxzvoFI9IpxqFeUv7WOX",0.481,0.688,0.653,0.00414,0.106,-8.558,0.0403,147.991,0.701,66,3.85
"exile (feat. Bon Iver)","folklore (deluxe version)","2020-08-18",4,"spotify:track:5S4aYQAJOwJMAamANWlICO",0.761,0.31,0.374,2.46e-05,0.11,-8.464,0.0275,75.938,0.16,68,4.76066666666667
"my tears ricochet","folklore (deluxe version)","2020-08-18",5,"spotify:track:5P2bHCDM2tsgIaYWsZMhu5",0.814,0.456,0.265,0,0.0679,-10.663,0.0328,129.947,0.112,68,4.26488333333333
"mirrorball","folklore (deluxe version)","2020-08-18",6,"spotify:track:2I8YAEA1VmCuP1wkJHMpTw",0.686,0.549,0.417,1.9e-06,0.0604,-10.064,0.035,110.137,0.347,66,3.48288333333333
"seven","folklore (deluxe version)","2020-08-18",7,"spotify:track:76mOLcXOjOEhyY4mMF1l3r",0.888,0.602,0.494,2.59e-05,0.0902,-10.813,0.0277,94.955,0.374,66,3.48176666666667
"august","folklore (deluxe version)","2020-08-18",8,"spotify:track:6nK2pIKFcRc5frrZKHgsiT",0.553,0.387,0.634,6.93e-05,0.0931,-9.222,0.0363,89.567,0.42,68,4.36533333333333
"this is me trying","folklore (deluxe version)","2020-08-18",9,"spotify:track:7cm50Lw03k6VvRauJtkyTj",0.312,0.511,0.478,2.3e-05,0.147,-9.837,0.0322,135.882,0.408,66,3.25176666666667
"illicit affairs","folklore (deluxe version)","2020-08-18",10,"spotify:track:6DrLROM5MG9bxWHeEG5elq",0.862,0.529,0.304,0,0.108,-10.567,0.0356,119.58,0.44,66,3.18155
"invisible string","folklore (deluxe version)","2020-08-18",11,"spotify:track:2ehRU518I0hYqMGQnk4lDY",0.859,0.651,0.459,6.63e-05,0.105,-11.128,0.0507,83.455,0.454,66,4.21466666666667
"mad woman","folklore (deluxe version)","2020-08-18",12,"spotify:track:0RP1kqoSPkVXsKiQNhMKzV",0.67,0.593,0.7,6.77e-06,0.116,-9.016,0.0492,141.898,0.451,64,3.95443333333333
"epiphany","folklore (deluxe version)","2020-08-18",13,"spotify:track:1EXa37LpSvi3OQ9UYQ28rD",0.727,0.317,0.254,0.000326,0.0867,-13.679,0.0286,93.933,0.103,63,4.8291
"betty","folklore (deluxe version)","2020-08-18",14,"spotify:track:3IhtE4fkytdrtEfV34UzkD",0.589,0.595,0.376,0,0.0989,-8.767,0.0256,95.946,0.476,65,4.90866666666667
"peace","folklore (deluxe version)","2020-08-18",15,"spotify:track:6JlI8Ay77m4nJvZTHvfT1J",0.916,0.644,0.284,1.5e-05,0.0909,-12.879,0.0821,150.072,0.328,63,3.9
"hoax","folklore (deluxe version)","2020-08-18",16,"spotify:track:0YeDG5HnKnG7jpArkzsSPa",0.964,0.676,0.178,7.9e-06,0.135,-15.01,0.0394,118.84,0.404,63,3.66733333333333
"the lakes - bonus track","folklore (deluxe version)","2020-08-18",17,"spotify:track:0eFQWVz0qIxDOvhLpZ40P7",0.842,0.313,0.258,1.3e-06,0.0948,-11.532,0.0383,179.947,0.268,67,3.53021666666667
