state,year,month,outage_count,max_outage_duration,customer_weighted_hours
Arkansas,2022,8,280,30.25,489674.0
Arkansas,2022,9,217,13.0,272912.75
Arkansas,2022,10,251,36.5,304244.75
Arkansas,2022,11,231,37.0,459595.75
Arkansas,2022,12,273,59.5,737967.75
California,2022,0,14464,609.75,69198496.0
California,2022,1,961,137.25,10341673.0
California,2022,2,908,130.75,3058596.0
California,2022,3,1213,43.25,3866586.0
California,2022,4,1185,68.0,3854406.5
California,2022,5,1249,48.0,4432489.0
California,2022,6,1460,95.0,6528050.25
California,2022,7,1258,325.5,6222798.5
California,2022,8,1498,287.25,7639201.25
California,2022,9,1453,131.0,7515277.5
California,2022,10,1195,72.5,4035117.25
California,2022,11,1023,266.75,4840454.5
California,2022,12,1061,609.75,6863846.25
Colorado,2022,0,2168,72.5,6178446.25
Colorado,2022,1,113,72.5,442685.25
Colorado,2022,2,79,6.5,85928.5
Colorado,2022,3,144,24.25,268126.5
Colorado,2022,4,185,20.0,355396.75
Colorado,2022,5,246,67.5,2461300.75
Colorado,2022,6,254,21.0,503673.75
Colorado,2022,7,292,17.25,474504.0
Colorado,2022,8,238,52.0,417800.0
Colorado,2022,9,175,14.0,278122.75
Colorado,2022,10,171,29.25,262402.5
Colorado,2022,11,118,31.25,233032.0
Colorado,2022,12,153,27.0,395473.5
Connecticut,2022,0,1291,65.25,3665761.25
Connecticut,2022,1,90,12.0,114858.0
Connecticut,2022,2,70,18.75,127616.0
Connecticut,2022,3,93,25.0,189538.75
Connecticut,2022,4,95,18.5,141618.25
Connecticut,2022,5,112,6.5,203112.0
Connecticut,2022,6,107,6.5,90146.25
Connecticut,2022,7,161,17.0,187207.75
Connecticut,2022,8,131,20.75,147047.25
Connecticut,2022,9,137,18.5,119264.25
Connecticut,2022,10,99,9.75,90725.5
Connecticut,2022,11,105,24.5,264063.75
Connecticut,2022,12,91,65.25,1990563.5
Delaware,2022,0,432,15.25,552120.25
Delaware,2022,1,39,15.25,112211.25
Delaware,2022,2,22,15.0,34552.75
Delaware,2022,3,23,7.75,42674.0
Delaware,2022,4,26,7.5,15130.75
Delaware,2022,5,44,7.0,42351.25
Delaware,2022,6,43,8.75,40558.0
Delaware,2022,7,56,11.75,115958.5
Delaware,2022,8,50,5.75,36977.75
Delaware,2022,9,37,8.75,54531.0
Delaware,2022,10,31,3.75,19384.5
Delaware,2022,11,29,5.0,20182.0
Delaware,2022,12,32,5.0,17608.5
District of Columbia,2022,0,259,26.25,348850.0
District of Columbia,2022,1,25,12.75,58986.25
District of Columbia,2022,2,18,4.5,26851.25
District of Columbia,2022,3,18,3.75,26299.5
District of Columbia,2022,4,27,4.0,12160.0
District of Columbia,2022,5,25,5.75,14933.75
District of Columbia,2022,6,30,12.5,32603.25
District of Columbia,2022,7,26,26.25,47827.25
District of Columbia,2022,8,24,9.5,46268.0
District of Columbia,2022,9,17,6.5,14434.75
District of Columbia,2022,10,16,8.75,16770.25
District of Columbia,2022,11,16,9.25,29214.5
District of Columbia,2022,12,17,11.75,22501.25
Florida,2022,0,12675,501.75,227248461.5
Florida,2022,1,915,21.0,1390173.0
Florida,2022,2,617,15.0,613293.0
Florida,2022,3,1031,20.5,1428319.75
Florida,2022,4,960,16.0,1180517.25
Florida,2022,5,1151,22.5,1499814.5
Florida,2022,6,1388,37.25,1825008.5
Florida,2022,7,1426,36.5,2010393.0
Florida,2022,8,1432,40.0,1737543.25
Florida,2022,9,1232,501.75,194677313.5
Florida,2022,10,921,186.75,13423324.25
Florida,2022,11,852,69.75,6337093.0
Florida,2022,12,750,18.75,1125668.5
Georgia,2022,0,7088,83.75,14694857.25
Georgia,2022,1,620,83.75,3725076.25
Georgia,2022,2,300,15.75,338026.5
Georgia,2022,3,661,34.0,1371383.75
Georgia,2022,4,445,44.0,741428.0
Georgia,2022,5,658,26.5,1132541.5
Georgia,2022,6,701,48.75,1572963.0
Georgia,2022,7,850,25.5,1414445.0
Georgia,2022,8,769,19.75,920629.0
Georgia,2022,9,549,14.0,660266.25
Georgia,2022,10,396,14.5,414468.5
Georgia,2022,11,517,15.75,515444.75
Georgia,2022,12,622,66.5,1888184.75
Hawaii,2022,0,377,28.0,1094742.75
Hawaii,2022,1,51,12.5,118519.75
Hawaii,2022,2,38,28.0,82110.25
Hawaii,2022,3,29,12.25,130215.5
Hawaii,2022,4,30,8.75,37977.25
Hawaii,2022,5,32,8.5,49653.75
Hawaii,2022,6,21,6.25,54207.25
Hawaii,2022,7,26,17.5,72783.75
Hawaii,2022,8,27,13.75,184316.25
Hawaii,2022,9,39,6.0,66687.75
Hawaii,2022,10,19,6.25,29013.75
Hawaii,2022,11,24,13.5,59300.5
Hawaii,2022,12,41,13.5,209957.0
Idaho,2022,0,1088,44.25,2195711.25
Idaho,2022,1,102,28.25,199050.5
Idaho,2022,2,59,9.25,68339.0
Idaho,2022,3,77,11.25,127255.5
Idaho,2022,4,126,16.0,218895.0
Idaho,2022,5,113,9.75,195033.5
Idaho,2022,6,76,13.5,158686.25
Idaho,2022,7,77,7.25,104049.75
Idaho,2022,8,94,21.5,224784.5
Idaho,2022,9,76,9.25,195822.25
Idaho,2022,10,70,13.0,115222.75
Idaho,2022,11,115,44.25,444030.25
Idaho,2022,12,103,10.5,144542.0
Illinois,2022,0,4083,74.75,7275645.25
Illinois,2022,1,177,17.75,212181.5
Illinois,2022,2,302,18.25,359726.5
Illinois,2022,3,339,24.0,517231.75
Illinois,2022,4,257,12.25,240825.5
Illinois,2022,5,417,47.75,579301.25
Illinois,2022,6,470,74.75,2136338.5
Illinois,2022,7,448,38.0,904451.75
Illinois,2022,8,416,21.25,710787.75
Illinois,2022,9,315,23.5,370259.5
Illinois,2022,10,339,18.0,351120.0
Illinois,2022,11,310,70.5,617645.5
Illinois,2022,12,293,21.0,275775.75
Indiana,2022,0,3469,93.75,11892819.75
Indiana,2022,1,134,40.0,215461.0
Indiana,2022,2,214,14.0,311144.25
Indiana,2022,3,307,73.25,810748.75
Indiana,2022,4,204,24.25,398752.25
Indiana,2022,5,384,47.0,1274033.0
Indiana,2022,6,359,93.75,2912427.5
Indiana,2022,7,442,55.0,1890578.0
Indiana,2022,8,387,53.5,1753458.25
Indiana,2022,9,209,13.0,346266.0
Indiana,2022,10,244,25.0,497873.5
Indiana,2022,11,322,35.5,1077863.75
Indiana,2022,12,263,20.25,404213.5
Iowa,2022,0,1326,36.25,1606524.25
Iowa,2022,1,67,7.0,63149.5
Iowa,2022,2,37,26.0,45314.75
Iowa,2022,3,128,36.25,186622.75
Iowa,2022,4,159,12.75,178822.0
Iowa,2022,5,155,15.0,175117.0
Iowa,2022,6,122,15.5,140744.25
Iowa,2022,7,189,23.75,357716.5
Iowa,2022,8,107,6.0,120355.75
Iowa,2022,9,92,8.5,86490.5
Iowa,2022,10,101,9.25,90150.5
Iowa,2022,11,89,8.5,95972.5
Iowa,2022,12,80,9.5,66068.25
Kansas,2022,0,1292,69.75,2467382.25
Kansas,2022,1,76,25.75,117619.75
Kansas,2022,2,95,5.0,91150.0
Kansas,2022,3,118,55.0,314408.5
Kansas,2022,4,136,69.75,279651.5
Kansas,2022,5,148,13.75,233091.75
Kansas,2022,6,182,43.5,625007.25
Kansas,2022,7,112,9.25,132235.75
Kansas,2022,8,84,16.75,115624.75
Kansas,2022,9,89,18.75,156892.25
Kansas,2022,10,100,35.5,141666.5
Kansas,2022,11,61,5.75,69266.5
Kansas,2022,12,91,12.5,190767.75
Kentucky,2022,0,4165,213.25,10479836.25
Kentucky,2022,1,335,112.75,794450.25
Kentucky,2022,2,367,57.5,593483.25
Kentucky,2022,3,334,58.0,735281.75
Kentucky,2022,4,286,44.25,809207.75
Kentucky,2022,5,359,38.0,477265.25
Kentucky,2022,6,505,76.5,1804186.25
Kentucky,2022,7,558,213.25,3511974.75
Kentucky,2022,8,340,39.0,387059.75
Kentucky,2022,9,193,56.0,238800.75
Kentucky,2022,10,206,13.0,160107.75
Kentucky,2022,11,275,40.25,314772.75
Kentucky,2022,12,407,34.75,653246.0
Louisiana,2022,0,6192,84.75,13090993.25
Louisiana,2022,1,421,40.5,712394.75
Louisiana,2022,2,350,13.25,429528.0
Louisiana,2022,3,586,52.0,1536831.0
Louisiana,2022,4,546,84.75,2420641.5
Louisiana,2022,5,643,24.5,1275691.0
Louisiana,2022,6,657,26.5,1116903.0
Louisiana,2022,7,639,37.0,1245611.5
Louisiana,2022,8,684,34.25,966953.75
Louisiana,2022,9,434,16.25,633791.5
Louisiana,2022,10,392,18.75,601356.25
Louisiana,2022,11,396,43.25,746076.25
Louisiana,2022,12,444,56.25,1405214.75
Maine,2022,0,1653,122.5,17387383.75
Maine,2022,1,131,20.75,339988.75
Maine,2022,2,119,22.25,550626.5
Maine,2022,3,116,11.25,199515.0
Maine,2022,4,125,12.5,331611.0
Maine,2022,5,111,10.5,170291.5
Maine,2022,6,112,7.25,163425.5
Maine,2022,7,162,22.5,511836.75
Maine,2022,8,133,16.0,251566.0
Maine,2022,9,158,26.0,326957.5
Maine,2022,10,145,28.5,914877.25
Maine,2022,11,167,42.5,771706.5
Maine,2022,12,174,122.5,12854981.5
Maryland,2022,0,5688,119.5,12893054.903846154
Maryland,2022,1,435,104.25,1837223.653846154
Maryland,2022,2,429,25.75,394169.5
Maryland,2022,3,227,10.25,269847.5
Maryland,2022,4,135,26.25,99393.25
Maryland,2022,5,309,33.75,436729.75
Maryland,2022,6,443,18.5,357807.75
Maryland,2022,7,1275,119.5,5333362.25
Maryland,2022,8,796,45.5,1278574.25
Maryland,2022,9,329,8.0,153666.0
Maryland,2022,10,231,15.25,155021.25
Maryland,2022,11,173,11.0,658960.75
Maryland,2022,12,906,60.25,1918299.0
Massachusetts,2022,0,2486,162.75,9692278.25
Massachusetts,2022,1,203,71.75,2911785.25
Massachusetts,2022,2,182,71.5,480341.25
Massachusetts,2022,3,193,28.25,305751.0
Massachusetts,2022,4,167,138.0,415107.25
Massachusetts,2022,5,179,71.75,364088.0
Massachusetts,2022,6,197,23.5,307641.0
Massachusetts,2022,7,298,141.0,737954.25
Massachusetts,2022,8,271,162.75,873507.25
Massachusetts,2022,9,195,145.25,633205.0
Massachusetts,2022,10,201,27.25,391068.5
Massachusetts,2022,11,154,91.25,654363.75
Massachusetts,2022,12,246,58.25,1617465.75
Michigan,2022,0,6269,111.75,46631861.5
Michigan,2022,1,203,14.75,349371.5
Michigan,2022,2,330,24.0,709985.0
Michigan,2022,3,492,50.0,2230176.0
Michigan,2022,4,458,51.25,1222686.25
Michigan,2022,5,538,79.75,2823784.75
Michigan,2022,6,781,107.25,3911305.25
Michigan,2022,7,719,79.75,3401698.25
Michigan,2022,8,650,111.75,17492309.75
Michigan,2022,9,494,80.0,4067341.5
Michigan,2022,10,606,27.0,1733993.0
Michigan,2022,11,540,65.25,7044731.75
Michigan,2022,12,458,39.5,1644478.5
Minnesota,2022,0,2228,105.75,9444438.0
Minnesota,2022,1,91,13.75,137999.0
Minnesota,2022,2,58,21.0,81501.75
Minnesota,2022,3,107,16.5,151840.5
Minnesota,2022,4,156,41.25,321975.75
Minnesota,2022,5,343,68.0,3407927.25
Minnesota,2022,6,377,72.25,1511970.5
Minnesota,2022,7,231,33.5,337451.25
Minnesota,2022,8,225,37.0,1077868.5
Minnesota,2022,9,138,60.75,229451.75
Minnesota,2022,10,156,44.75,183804.75
Minnesota,2022,11,148,53.75,239265.25
Minnesota,2022,12,198,105.75,1763381.75
Mississippi,2022,0,3476,76.75,6704000.75
Mississippi,2022,1,189,30.75,263114.0
Mississippi,2022,2,205,76.5,459963.75
Mississippi,2022,3,368,76.75,1288805.0
Mississippi,2022,4,350,47.5,1206410.0
Mississippi,2022,5,334,43.0,600492.5
Mississippi,2022,6,364,31.25,655414.0
Mississippi,2022,7,385,31.75,686452.0
Mississippi,2022,8,350,44.75,388566.5
Mississippi,2022,9,208,21.25,173434.0
Mississippi,2022,10,208,21.0,191641.0
Mississippi,2022,11,190,12.25,230694.25
Mississippi,2022,12,325,39.5,559013.75
Missouri,2022,0,3129,70.0,5847671.0
Missouri,2022,1,169,16.75,203145.75
Missouri,2022,2,187,11.25,194375.0
Missouri,2022,3,196,17.0,299750.0
Missouri,2022,4,249,20.75,285933.5
Missouri,2022,5,340,37.25,718275.5
Missouri,2022,6,350,56.25,1571747.0
Missouri,2022,7,371,30.0,647928.0
Missouri,2022,8,344,52.5,714971.75
Missouri,2022,9,210,70.0,249401.0
Missouri,2022,10,268,17.25,292119.5
Missouri,2022,11,241,15.75,244171.5
Missouri,2022,12,204,32.75,425852.5
Montana,2022,0,664,69.5,1719040.5
Montana,2022,1,25,20.0,50449.0
Montana,2022,2,30,6.0,48340.25
Montana,2022,3,39,5.0,50543.5
Montana,2022,4,63,24.75,95678.25
Montana,2022,5,52,42.75,72773.75
Montana,2022,6,80,10.75,170301.25
Montana,2022,7,92,18.0,178898.5
Montana,2022,8,66,22.25,128855.5
Montana,2022,9,64,8.25,99434.5
Montana,2022,10,45,24.5,136058.5
Montana,2022,11,66,69.5,566523.0
Montana,2022,12,42,11.5,121184.5
Nebraska,2022,0,410,29.0,752113.25
Nebraska,2022,1,23,5.75,27832.25
Nebraska,2022,2,17,2.75,10316.75
Nebraska,2022,3,24,16.75,94279.5
Nebraska,2022,4,42,23.5,91883.5
Nebraska,2022,5,59,14.25,96797.75
Nebraska,2022,6,52,29.0,144742.0
Nebraska,2022,7,41,11.75,63814.25
Nebraska,2022,8,36,6.0,39339.75
Nebraska,2022,9,25,5.75,29775.5
Nebraska,2022,10,26,7.25,29371.5
Nebraska,2022,11,35,10.75,98351.5
Nebraska,2022,12,30,5.5,25609.0
Nevada,2022,0,729,44.75,1981730.75
Nevada,2022,1,40,20.75,177902.75
Nevada,2022,2,30,13.75,64930.5
Nevada,2022,3,56,10.0,92022.5
Nevada,2022,4,57,16.25,106085.25
Nevada,2022,5,59,9.75,167115.0
Nevada,2022,6,77,10.75,108282.25
Nevada,2022,7,85,18.75,238434.25
Nevada,2022,8,77,11.0,262731.75
Nevada,2022,9,54,14.0,117705.25
Nevada,2022,10,68,10.5,203341.5
Nevada,2022,11,49,14.25,195240.0
Nevada,2022,12,77,44.75,247939.75
New Hampshire,2022,0,856,206.25,5999687.75
New Hampshire,2022,1,38,9.75,55069.75
New Hampshire,2022,2,65,8.75,81733.75
New Hampshire,2022,3,56,18.5,148410.75
New Hampshire,2022,4,64,16.0,130613.75
New Hampshire,2022,5,60,9.0,109977.5
New Hampshire,2022,6,70,5.75,88656.5
New Hampshire,2022,7,101,29.5,395670.5
New Hampshire,2022,8,91,13.5,104876.25
New Hampshire,2022,9,80,7.25,74683.0
New Hampshire,2022,10,41,5.0,35284.5
New Hampshire,2022,11,98,18.5,176828.75
New Hampshire,2022,12,92,206.25,4597882.75
New Jersey,2022,0,3922,97.25,6682708.0
New Jersey,2022,1,285,17.0,394680.75
New Jersey,2022,2,315,22.0,477308.25
New Jersey,2022,3,293,45.5,715032.0
New Jersey,2022,4,270,7.0,296088.0
New Jersey,2022,5,363,11.25,531328.0
New Jersey,2022,6,339,9.75,487575.75
New Jersey,2022,7,374,21.5,556048.75
New Jersey,2022,8,403,13.25,741244.5
New Jersey,2022,9,347,97.25,570725.0
New Jersey,2022,10,320,27.5,566615.5
New Jersey,2022,11,296,31.5,508320.5
New Jersey,2022,12,317,73.0,837741.0
New Mexico,2022,0,804,78.25,2101856.25
New Mexico,2022,1,38,12.0,102144.0
New Mexico,2022,2,21,6.5,58846.75
New Mexico,2022,3,40,5.5,71106.75
New Mexico,2022,4,68,78.25,640420.25
New Mexico,2022,5,63,15.75,96731.0
New Mexico,2022,6,121,17.0,257818.5
New Mexico,2022,7,103,12.75,140977.75
New Mexico,2022,8,115,12.25,248907.25
New Mexico,2022,9,70,9.75,121781.75
New Mexico,2022,10,64,9.25,116723.25
New Mexico,2022,11,42,19.25,81914.0
New Mexico,2022,12,59,32.75,164485.0
New York,2022,0,6559,128.75,26739849.25
New York,2022,1,446,30.25,752895.75
New York,2022,2,452,112.0,3379523.75
New York,2022,3,498,56.0,2151029.0
New York,2022,4,500,111.5,7324863.0
New York,2022,5,481,37.75,709764.75
New York,2022,6,668,29.5,1046027.25
New York,2022,7,811,46.75,2850906.75
New York,2022,8,664,29.75,1277661.75
New York,2022,9,496,31.0,630700.25
New York,2022,10,445,11.75,441478.25
New York,2022,11,503,24.5,858682.75
New York,2022,12,595,128.75,5316316.0
North Carolina,2022,0,6723,152.5,35098368.25
North Carolina,2022,1,620,61.75,4546700.5
North Carolina,2022,2,317,15.75,484578.0
North Carolina,2022,3,586,25.75,1317179.0
North Carolina,2022,4,363,12.75,563256.5
North Carolina,2022,5,694,25.75,1566959.5
North Carolina,2022,6,674,152.5,4175497.0
North Carolina,2022,7,899,26.0,2350047.0
North Carolina,2022,8,581,22.75,832953.75
North Carolina,2022,9,563,59.0,8518711.5
North Carolina,2022,10,362,39.25,702445.0
North Carolina,2022,11,444,16.5,634627.5
North Carolina,2022,12,620,92.5,9405413.0
North Dakota,2022,0,339,173.25,1011344.0
North Dakota,2022,1,9,17.5,18575.5
North Dakota,2022,2,11,31.75,29684.0
North Dakota,2022,3,7,2.25,2937.75
North Dakota,2022,4,70,99.5,398996.25
North Dakota,2022,5,39,18.5,60103.0
North Dakota,2022,6,40,173.25,255819.25
North Dakota,2022,7,35,19.25,53296.75
North Dakota,2022,8,28,62.0,54520.0
North Dakota,2022,9,25,34.0,35755.5
North Dakota,2022,10,12,4.5,9276.0
North Dakota,2022,11,33,83.0,69997.75
North Dakota,2022,12,30,5.0,22382.25
Ohio,2022,0,6365,186.75,36478914.75
Ohio,2022,1,312,19.0,682855.5
Ohio,2022,2,523,170.5,4701602.0
Ohio,2022,3,499,24.0,1019419.75
Ohio,2022,4,380,41.0,619259.75
Ohio,2022,5,601,35.0,1651496.25
Ohio,2022,6,776,186.75,18377353.5
Ohio,2022,7,735,73.5,3600298.25
Ohio,2022,8,633,29.75,1365263.5
Ohio,2022,9,458,15.25,746326.5
Ohio,2022,10,403,18.5,796105.5
Ohio,2022,11,506,19.5,1161810.75
Ohio,2022,12,539,52.75,1757123.5
Oklahoma,2022,0,2602,90.25,5689858.25
Oklahoma,2022,1,141,23.5,343106.5
Oklahoma,2022,2,138,24.25,456129.0
Oklahoma,2022,3,174,66.75,445033.0
Oklahoma,2022,4,213,13.5,291607.5
Oklahoma,2022,5,366,90.25,1025317.25
Oklahoma,2022,6,342,31.5,707216.0
Oklahoma,2022,7,270,48.25,838932.75
Oklahoma,2022,8,239,18.75,368355.75
Oklahoma,2022,9,128,8.0,129399.5
Oklahoma,2022,10,254,15.25,394193.5
Oklahoma,2022,11,126,88.75,313874.0
Oklahoma,2022,12,211,29.5,376693.5
Oregon,2022,0,1905,92.0,12853806.25
Oregon,2022,1,162,91.25,1044594.5
Oregon,2022,2,84,13.25,130300.0
Oregon,2022,3,116,33.5,318660.5
Oregon,2022,4,158,63.5,1384975.25
Oregon,2022,5,133,10.5,254267.25
Oregon,2022,6,152,15.25,369264.0
Oregon,2022,7,176,9.5,361070.75
Oregon,2022,8,207,39.5,541369.5
Oregon,2022,9,148,92.0,2316164.5
Oregon,2022,10,139,41.5,457740.0
Oregon,2022,11,208,57.75,1040376.0
Oregon,2022,12,222,90.75,4635024.0
Pennsylvania,2022,0,7477,101.5,17691174.75
Pennsylvania,2022,1,478,26.0,632040.5
Pennsylvania,2022,2,588,98.0,2649292.0
Pennsylvania,2022,3,603,48.75,1740456.25
Pennsylvania,2022,4,464,69.0,1586630.0
Pennsylvania,2022,5,675,55.5,1863766.5
Pennsylvania,2022,6,730,74.5,1532935.5
Pennsylvania,2022,7,692,48.25,1841415.5
Pennsylvania,2022,8,705,19.25,894616.0
Pennsylvania,2022,9,631,14.5,645823.25
Pennsylvania,2022,10,512,18.25,477747.0
Pennsylvania,2022,11,661,29.75,920381.25
Pennsylvania,2022,12,738,101.5,2906071.0
Puerto Rico,2022,0,4935,409.25,293582851.75
Puerto Rico,2022,1,393,21.5,1169930.5
Puerto Rico,2022,2,416,23.75,1745903.75
Puerto Rico,2022,3,483,22.75,2138076.0
Puerto Rico,2022,4,405,23.75,8049184.25
Puerto Rico,2022,5,470,111.75,2823751.75
Puerto Rico,2022,6,431,83.25,3040469.75
Puerto Rico,2022,7,440,159.0,3525002.0
Puerto Rico,2022,8,454,83.5,4955086.5
Puerto Rico,2022,9,332,409.25,256558703.75
Puerto Rico,2022,10,260,109.5,4152944.0
Puerto Rico,2022,11,469,47.25,3324345.75
Puerto Rico,2022,12,382,36.0,2099453.75
Rhode Island,2022,0,264,32.75,549678.25
Rhode Island,2022,1,21,4.0,29772.5
Rhode Island,2022,2,26,16.0,63613.0
Rhode Island,2022,3,12,3.75,10458.5
Rhode Island,2022,4,17,7.5,32830.5
Rhode Island,2022,5,16,3.0,19538.75
Rhode Island,2022,6,29,5.5,43784.25
Rhode Island,2022,7,25,7.75,45754.75
Rhode Island,2022,8,33,4.75,69241.0
Rhode Island,2022,9,21,4.5,16929.5
Rhode Island,2022,10,23,7.0,29898.25
Rhode Island,2022,11,13,5.0,22114.25
Rhode Island,2022,12,28,32.75,165743.0
South Carolina,2022,0,3113,127.75,11055726.75
South Carolina,2022,1,303,59.75,2921646.0
South Carolina,2022,2,55,12.75,63105.5
South Carolina,2022,3,267,19.5,321199.5
South Carolina,2022,4,40,73.75,45776.75
South Carolina,2022,5,347,15.75,475813.75
South Carolina,2022,6,423,30.0,1250056.75
South Carolina,2022,7,423,17.75,641537.0
South Carolina,2022,8,371,59.75,476071.25
South Carolina,2022,9,267,52.25,2568155.0
South Carolina,2022,10,191,40.0,736592.0
South Carolina,2022,11,227,31.25,284556.75
South Carolina,2022,12,199,127.75,1271216.5
South Dakota,2022,0,535,95.5,2622969.75
South Dakota,2022,1,25,95.5,157614.75
South Dakota,2022,2,9,26.0,45706.0
South Dakota,2022,3,17,16.25,26521.5
South Dakota,2022,4,68,38.0,145430.25
South Dakota,2022,5,96,91.0,1292466.5
South Dakota,2022,6,41,90.5,163862.25
South Dakota,2022,7,69,57.0,461191.0
South Dakota,2022,8,37,19.0,30050.0
South Dakota,2022,9,43,53.5,115447.25
South Dakota,2022,10,20,52.75,51973.75
South Dakota,2022,11,33,33.75,67702.75
South Dakota,2022,12,77,8.75,65003.75
Tennessee,2022,0,5416,305.0,28890160.5
Tennessee,2022,1,383,109.75,2667600.75
Tennessee,2022,2,346,305.0,13857461.000000002
Tennessee,2022,3,447,48.75,1404980.25
Tennessee,2022,4,351,31.0,984455.0
Tennessee,2022,5,522,41.25,1048529.5
Tennessee,2022,6,494,33.0,1240699.0
Tennessee,2022,7,685,51.75,1392094.5
Tennessee,2022,8,445,22.5,742129.25
Tennessee,2022,9,364,47.0,638893.25
Tennessee,2022,10,321,32.0,650364.0
Tennessee,2022,11,384,33.0,865286.0
Tennessee,2022,12,674,54.75,3397668.0
Texas,2022,0,20815,74.25,43463026.75
Texas,2022,1,1349,54.5,2060681.25
Texas,2022,2,1388,72.0,2761947.25
Texas,2022,3,1623,74.25,3668839.5
Texas,2022,4,1691,48.5,4428624.75
Texas,2022,5,2164,43.25,6231373.75
Texas,2022,6,1979,35.0,3190631.0
Texas,2022,7,1966,48.0,2865764.5
Texas,2022,8,2106,39.5,4610932.0
Texas,2022,9,1472,57.75,3708826.75
Texas,2022,10,1770,39.5,3622796.5
Texas,2022,11,1622,73.0,2757119.75
Texas,2022,12,1685,71.25,3555489.75
United States Virgin Islands,2022,0,342,44.5,2363216.0
United States Virgin Islands,2022,1,13,5.75,63046.0
United States Virgin Islands,2022,2,21,5.5,68415.5
United States Virgin Islands,2022,3,21,3.0,88248.5
United States Virgin Islands,2022,4,7,3.75,26731.75
United States Virgin Islands,2022,5,13,6.75,26238.0
United States Virgin Islands,2022,6,42,19.75,499225.0
United States Virgin Islands,2022,7,36,10.5,303064.5
United States Virgin Islands,2022,8,35,14.75,154394.5
United States Virgin Islands,2022,9,57,27.25,461575.75
United States Virgin Islands,2022,10,38,8.5,388083.5
United States Virgin Islands,2022,11,36,44.5,190114.75
United States Virgin Islands,2022,12,23,3.0,94078.25
Utah,2022,0,1117,47.25,2731104.0
Utah,2022,1,51,6.75,108450.75
Utah,2022,2,65,19.0,121482.75
Utah,2022,3,108,42.25,794744.0
Utah,2022,4,87,11.75,130000.0
Utah,2022,5,92,10.75,177191.5
Utah,2022,6,130,12.5,200906.75
Utah,2022,7,126,11.5,231658.0
Utah,2022,8,114,47.25,216300.0
Utah,2022,9,101,10.5,138712.75
Utah,2022,10,87,12.0,212624.5
Utah,2022,11,84,10.25,210578.0
Utah,2022,12,72,13.0,188455.0
Vermont,2022,0,676,109.75,4826580.25
Vermont,2022,1,31,6.75,37952.5
Vermont,2022,2,44,34.5,175273.75
Vermont,2022,3,47,24.0,121866.5
Vermont,2022,4,66,20.0,291930.0
Vermont,2022,5,56,5.5,70572.0
Vermont,2022,6,60,7.5,60993.25
Vermont,2022,7,81,14.75,169075.5
Vermont,2022,8,63,7.75,55699.0
Vermont,2022,9,44,5.5,50450.75
Vermont,2022,10,21,3.5,12759.25
Vermont,2022,11,58,24.5,113513.5
Vermont,2022,12,105,109.75,3666494.25
Virginia,2022,0,9290,200.25,34030759.25
Virginia,2022,1,1043,200.25,14700997.5
Virginia,2022,2,505,29.5,566855.0
Virginia,2022,3,719,28.75,894453.75
Virginia,2022,4,386,24.0,612968.75
Virginia,2022,5,890,27.5,1481999.75
Virginia,2022,6,1221,76.5,5062083.75
Virginia,2022,7,1148,87.25,1977088.75
Virginia,2022,8,645,49.0,1235471.5
Virginia,2022,9,523,72.75,2370622.25
