state,year,month,outage_count,max_outage_duration,customer_weighted_hours
Alabama,2021,0,4251,89.5,9246043.25
Alabama,2021,1,226,38.0,347257.25
Alabama,2021,2,262,51.25,800083.5
Alabama,2021,3,413,66.5,1628175.25
Alabama,2021,4,339,34.75,800699.25
Alabama,2021,5,456,49.5,2332974.25
Alabama,2021,6,518,34.75,779368.5
Alabama,2021,7,446,33.5,659306.25
Alabama,2021,8,490,89.5,776455.0
Alabama,2021,9,360,27.75,321882.0
Alabama,2021,10,292,33.5,305492.5
Alabama,2021,11,198,9.0,195132.5
Alabama,2021,12,251,22.75,299217.0
Alaska,2021,0,369,116.0,1638755.5
Alaska,2021,1,22,67.5,40201.75
Alaska,2021,2,16,8.25,26274.25
Alaska,2021,3,18,12.5,38856.75
Alaska,2021,4,16,7.0,18185.75
Alaska,2021,5,26,5.5,38585.75
Alaska,2021,6,38,7.0,39887.5
Alaska,2021,7,36,27.75,96690.5
Alaska,2021,8,38,8.75,68416.75
Alaska,2021,9,41,33.0,286817.5
Alaska,2021,10,51,34.0,265624.0
Alaska,2021,11,24,16.0,119155.75
Alaska,2021,12,43,116.0,600059.25
Arizona,2021,0,1829,99.25,5481315.0
Arizona,2021,1,112,20.5,430199.5
Arizona,2021,2,85,15.0,107534.75
Arizona,2021,3,127,17.25,239500.25
Arizona,2021,4,118,12.0,206665.25
Arizona,2021,5,157,7.5,201855.0
Arizona,2021,6,210,99.25,490164.75
Arizona,2021,7,331,30.5,1680158.25
Arizona,2021,8,231,48.75,1040063.5
Arizona,2021,9,121,12.0,269412.0
Arizona,2021,10,133,9.5,298114.75
Arizona,2021,11,84,65.5,168371.25
Arizona,2021,12,120,27.5,349275.75
Arkansas,2021,0,2789,75.0,6871100.0
Arkansas,2021,1,122,20.25,271283.0
Arkansas,2021,2,310,21.0,743635.5
Arkansas,2021,3,185,20.5,365412.75
Arkansas,2021,4,225,75.0,1004452.5
Arkansas,2021,5,274,71.75,1684516.25
Arkansas,2021,6,287,38.25,469606.25
Arkansas,2021,7,278,43.5,414171.75
Arkansas,2021,8,268,16.75,358961.25
Arkansas,2021,9,202,29.25,250051.0
Arkansas,2021,10,224,21.5,296064.5
Arkansas,2021,11,169,8.25,197644.25
Arkansas,2021,12,245,73.25,815301.0
California,2021,0,13411,570.5,96672991.75
California,2021,1,1277,149.25,20762120.25
California,2021,2,896,97.75,3258194.5
California,2021,3,1070,169.5,3876508.25
California,2021,4,936,147.0,4044839.5
California,2021,5,1092,45.5,3354936.25
California,2021,6,1059,93.75,4840699.25
California,2021,7,1046,570.5,6213566.0
California,2021,8,1271,146.75,10663937.5
California,2021,9,1164,235.25,7928480.25
California,2021,10,1493,145.75,12711210.0
California,2021,11,931,160.75,4136463.5
California,2021,12,1176,151.5,14882036.5
Colorado,2021,0,2207,122.5,6629128.75
Colorado,2021,1,120,10.25,157061.75
Colorado,2021,2,105,27.25,135658.25
Colorado,2021,3,162,57.5,1180087.25
Colorado,2021,4,130,24.25,251697.0
Colorado,2021,5,225,14.25,491176.5
Colorado,2021,6,295,20.0,570408.75
Colorado,2021,7,255,11.75,358014.5
Colorado,2021,8,239,12.0,321025.25
Colorado,2021,9,147,11.25,211671.5
Colorado,2021,10,179,12.75,318611.25
Colorado,2021,11,116,20.75,205356.75
Colorado,2021,12,234,122.5,2428360.0
Connecticut,2021,0,1328,47.0,3055894.5
Connecticut,2021,1,57,8.5,44799.0
Connecticut,2021,2,52,8.75,50108.5
Connecticut,2021,3,154,36.0,493721.0
Connecticut,2021,4,81,12.75,79576.75
Connecticut,2021,5,109,9.0,95380.0
Connecticut,2021,6,137,10.5,185111.75
Connecticut,2021,7,187,45.75,546401.5
Connecticut,2021,8,132,32.5,597967.5
Connecticut,2021,9,108,47.0,432217.0
Connecticut,2021,10,107,21.5,226724.0
Connecticut,2021,11,110,26.0,210651.25
Connecticut,2021,12,94,14.25,93236.25
Delaware,2021,0,387,18.25,435276.5
Delaware,2021,1,14,1.75,7868.0
Delaware,2021,2,29,3.5,21374.5
Delaware,2021,3,32,11.0,59939.5
Delaware,2021,4,23,4.25,29641.5
Delaware,2021,5,38,8.5,37102.25
Delaware,2021,6,36,9.0,35915.0
Delaware,2021,7,36,8.0,38991.5
Delaware,2021,8,50,9.25,63883.25
Delaware,2021,9,41,18.25,60493.0
Delaware,2021,10,30,7.25,25369.75
Delaware,2021,11,25,3.25,15346.5
Delaware,2021,12,33,5.25,39351.75
District of Columbia,2021,0,275,26.5,481236.75
District of Columbia,2021,1,18,5.75,9156.75
District of Columbia,2021,2,22,21.0,33536.25
District of Columbia,2021,3,22,4.75,17719.25
District of Columbia,2021,4,20,6.75,21951.5
District of Columbia,2021,5,33,11.75,45279.75
District of Columbia,2021,6,30,9.75,64725.75
District of Columbia,2021,7,33,24.25,124624.75
District of Columbia,2021,8,23,26.5,81296.25
District of Columbia,2021,9,18,6.0,22983.25
District of Columbia,2021,10,28,9.5,28969.75
District of Columbia,2021,11,13,5.25,19142.75
District of Columbia,2021,12,15,7.25,11850.75
Florida,2021,0,11533,77.5,15586341.5
Florida,2021,1,543,11.75,523377.75
Florida,2021,2,758,11.75,792918.0
Florida,2021,3,780,44.75,786978.75
Florida,2021,4,965,45.5,2315894.75
Florida,2021,5,963,77.5,1029847.5
Florida,2021,6,1388,18.25,1815550.75
Florida,2021,7,1414,29.25,2080678.0
Florida,2021,8,1429,43.75,2266934.25
Florida,2021,9,947,68.5,1127584.5
Florida,2021,10,928,18.0,1003338.5
Florida,2021,11,793,26.5,897171.75
Florida,2021,12,625,29.25,946067.0
Georgia,2021,0,5903,52.25,8564120.75
Georgia,2021,1,310,15.5,366502.25
Georgia,2021,2,373,24.25,673860.5
Georgia,2021,3,494,51.25,802622.75
Georgia,2021,4,414,27.0,776089.0
Georgia,2021,5,582,52.25,968216.0
Georgia,2021,6,654,23.25,910890.0
Georgia,2021,7,757,25.5,1191897.25
Georgia,2021,8,826,36.0,1135288.25
Georgia,2021,9,450,14.75,508611.0
Georgia,2021,10,425,13.75,460897.75
Georgia,2021,11,282,10.25,332910.5
Georgia,2021,12,336,19.0,436335.5
Hawaii,2021,0,476,319.75,2824294.5
Hawaii,2021,1,35,23.25,177208.75
Hawaii,2021,2,52,13.5,218814.0
Hawaii,2021,3,57,219.75,430633.5
Hawaii,2021,4,41,319.75,797488.0
Hawaii,2021,5,32,4.0,85784.0
Hawaii,2021,6,39,13.5,93592.75
Hawaii,2021,7,39,92.25,138476.75
Hawaii,2021,8,36,13.5,93750.25
Hawaii,2021,9,31,9.5,156670.5
Hawaii,2021,10,31,4.5,35166.75
Hawaii,2021,11,29,8.5,89553.75
Hawaii,2021,12,54,21.25,507155.5
Idaho,2021,0,1148,158.0,4755116.75
Idaho,2021,1,75,158.0,2075976.5
Idaho,2021,2,53,11.5,108403.25
Idaho,2021,3,117,42.0,439954.0
Idaho,2021,4,97,26.25,333855.75
Idaho,2021,5,100,11.75,237295.25
Idaho,2021,6,120,19.5,234893.25
Idaho,2021,7,83,14.5,125840.5
Idaho,2021,8,115,46.0,210436.25
Idaho,2021,9,100,6.0,146487.5
Idaho,2021,10,86,12.75,162916.25
Idaho,2021,11,80,68.0,435050.5
Idaho,2021,12,122,20.75,244007.75
Illinois,2021,0,4453,112.0,11268883.5
Illinois,2021,1,365,112.0,964672.75
Illinois,2021,2,268,11.75,336399.5
Illinois,2021,3,366,22.25,445082.5
Illinois,2021,4,322,22.75,312237.0
Illinois,2021,5,347,13.0,322490.75
Illinois,2021,6,536,49.75,1518541.0
Illinois,2021,7,398,21.5,720982.25
Illinois,2021,8,533,39.25,4309779.75
Illinois,2021,9,342,22.25,453884.5
Illinois,2021,10,358,50.25,714286.0
Illinois,2021,11,234,12.5,203023.75
Illinois,2021,12,384,41.25,967503.75
Indiana,2021,0,3270,110.25,12017867.0
Indiana,2021,1,183,51.0,2400149.25
Indiana,2021,2,134,9.5,217046.5
Indiana,2021,3,302,29.5,554254.5
Indiana,2021,4,230,110.25,768344.0
Indiana,2021,5,196,19.25,251223.25
Indiana,2021,6,424,69.25,2613951.25
Indiana,2021,7,365,22.5,716025.0
Indiana,2021,8,393,70.25,2042116.0
Indiana,2021,9,243,23.5,402664.25
Indiana,2021,10,299,29.0,582336.0
Indiana,2021,11,190,26.75,286198.5
Indiana,2021,12,311,46.25,1183558.5
Iowa,2021,0,1390,83.75,3313835.25
Iowa,2021,1,59,10.5,64404.5
Iowa,2021,2,64,4.75,45560.5
Iowa,2021,3,112,17.25,120256.0
Iowa,2021,4,66,6.75,65239.5
Iowa,2021,5,94,8.0,92417.0
Iowa,2021,6,166,11.0,162630.5
Iowa,2021,7,135,83.75,322652.25
Iowa,2021,8,178,25.0,321563.25
Iowa,2021,9,85,21.75,82260.25
Iowa,2021,10,113,21.25,124632.75
Iowa,2021,11,73,6.5,48487.75
Iowa,2021,12,245,66.5,1863731.0
Kansas,2021,0,1503,79.0,4700846.25
Kansas,2021,1,64,29.0,144602.25
Kansas,2021,2,97,12.25,252851.25
Kansas,2021,3,115,12.75,108094.75
Kansas,2021,4,123,7.0,255881.25
Kansas,2021,5,153,16.0,215647.5
Kansas,2021,6,174,45.75,602914.5
Kansas,2021,7,109,16.25,179659.5
Kansas,2021,8,153,47.25,491003.75
Kansas,2021,9,118,6.0,161145.25
Kansas,2021,10,113,13.25,130780.0
Kansas,2021,11,72,13.0,64184.0
Kansas,2021,12,212,79.0,2094082.25
Kentucky,2021,0,3697,403.25,21663589.25
Kentucky,2021,1,155,56.75,191354.0
Kentucky,2021,2,543,182.0,14707374.75
Kentucky,2021,3,326,67.75,628771.0
Kentucky,2021,4,175,19.5,176191.0
Kentucky,2021,5,297,18.75,478535.5
Kentucky,2021,6,416,28.75,581982.25
Kentucky,2021,7,446,44.5,669799.25
Kentucky,2021,8,416,68.5,538567.0
Kentucky,2021,9,200,13.0,155943.75
Kentucky,2021,10,203,45.5,237882.25
Kentucky,2021,11,195,8.5,137989.75
Kentucky,2021,12,325,403.25,3159198.75
Louisiana,2021,0,6097,1035.75,236903474.25
Louisiana,2021,1,319,73.75,1598632.0
Louisiana,2021,2,514,107.0,10927386.25
Louisiana,2021,3,380,20.25,643133.75
Louisiana,2021,4,531,39.75,1582574.25
Louisiana,2021,5,622,48.25,1961069.0
Louisiana,2021,6,545,80.25,1075380.0
Louisiana,2021,7,668,31.0,868090.5
Louisiana,2021,8,764,577.0,180759874.25
Louisiana,2021,9,444,1035.75,34491244.25
Louisiana,2021,10,579,313.25,1671594.25
Louisiana,2021,11,325,38.75,514182.0
Louisiana,2021,12,406,20.75,810313.75
Maine,2021,0,1467,57.0,4608730.75
Maine,2021,1,91,21.75,327570.0
Maine,2021,2,58,8.0,112513.75
Maine,2021,3,135,57.0,1362898.0
Maine,2021,4,104,8.75,201696.0
Maine,2021,5,115,18.25,289111.75
Maine,2021,6,155,21.75,338090.25
Maine,2021,7,158,16.75,350105.0
Maine,2021,8,118,6.5,183527.75
Maine,2021,9,132,11.25,339680.0
Maine,2021,10,168,27.25,568857.0
Maine,2021,11,91,8.5,156029.25
Maine,2021,12,142,15.5,378652.0
Maryland,2021,0,5025,44.75,5065206.666666667
Maryland,2021,1,97,19.75,63413.25
Maryland,2021,2,173,22.25,195091.75
Maryland,2021,3,208,11.25,166759.75
Maryland,2021,4,245,28.75,403599.75
Maryland,2021,5,563,14.5,411911.5
Maryland,2021,6,761,31.75,571650.25
Maryland,2021,7,847,31.75,1343808.25
Maryland,2021,8,941,29.25,952163.0
Maryland,2021,9,457,44.75,417942.75
Maryland,2021,10,402,25.5,294197.5
Maryland,2021,11,128,8.5,100210.25
Maryland,2021,12,203,12.75,144458.66666666666
Massachusetts,2021,0,2380,79.0,23306451.5
Massachusetts,2021,1,109,10.0,152241.0
Massachusetts,2021,2,161,18.0,353650.75
Massachusetts,2021,3,204,30.5,909954.5
Massachusetts,2021,4,166,8.75,200629.75
Massachusetts,2021,5,156,11.0,195841.25
Massachusetts,2021,6,271,18.75,434425.5
Massachusetts,2021,7,312,17.5,583046.5
Massachusetts,2021,8,264,24.0,426476.25
Massachusetts,2021,9,194,17.75,267714.25
Massachusetts,2021,10,180,79.0,19196497.25
Massachusetts,2021,11,178,52.75,317727.5
Massachusetts,2021,12,185,26.0,268247.0
Michigan,2021,0,6312,262.25,124973336.75
Michigan,2021,1,213,22.0,506951.0
Michigan,2021,2,177,10.5,321850.25
Michigan,2021,3,519,27.75,1234154.0
Michigan,2021,4,347,20.5,854497.25
Michigan,2021,5,444,26.5,926156.5
Michigan,2021,6,889,47.0,8024613.75
Michigan,2021,7,675,62.0,13783295.75
Michigan,2021,8,919,262.25,63730149.5
Michigan,2021,9,540,199.25,14818706.5
Michigan,2021,10,518,47.75,1603414.75
Michigan,2021,11,450,32.25,1458877.25
Michigan,2021,12,621,156.75,17710670.25
Minnesota,2021,0,1846,82.25,4307797.75
Minnesota,2021,1,47,5.75,45498.0
Minnesota,2021,2,90,8.25,90637.0
Minnesota,2021,3,125,25.25,226214.0
Minnesota,2021,4,124,11.75,240022.5
Minnesota,2021,5,133,13.0,163687.5
Minnesota,2021,6,315,23.25,615452.75
Minnesota,2021,7,254,41.5,543905.0
Minnesota,2021,8,218,32.5,498384.0
Minnesota,2021,9,152,43.75,917067.75
Minnesota,2021,10,153,15.0,230151.0
Minnesota,2021,11,93,82.25,264683.75
Minnesota,2021,12,142,45.75,472094.5
Mississippi,2021,0,3216,205.0,22881050.5
Mississippi,2021,1,126,28.0,152269.25
Mississippi,2021,2,317,123.0,12101398.5
Mississippi,2021,3,296,84.25,375459.75
Mississippi,2021,4,322,127.75,961442.0
Mississippi,2021,5,317,79.5,3067235.0
Mississippi,2021,6,375,45.0,790962.25
Mississippi,2021,7,331,19.0,314706.0
Mississippi,2021,8,429,205.0,4036857.5
Mississippi,2021,9,262,57.0,584733.5
Mississippi,2021,10,174,12.75,119875.75
Mississippi,2021,11,115,13.75,173048.0
Mississippi,2021,12,152,96.75,203063.0
Missouri,2021,0,3221,89.75,10865244.0
Missouri,2021,1,301,34.25,554436.25
Missouri,2021,2,219,17.5,613028.0
Missouri,2021,3,238,10.75,255771.75
Missouri,2021,4,177,16.5,218196.75
Missouri,2021,5,272,22.25,395306.0
Missouri,2021,6,379,67.5,1736763.0
Missouri,2021,7,331,89.75,2355234.75
Missouri,2021,8,333,74.5,2465582.0
Missouri,2021,9,210,24.5,260530.5
Missouri,2021,10,289,32.5,435478.75
Missouri,2021,11,151,8.5,193793.5
Missouri,2021,12,321,55.5,1381122.75
Montana,2021,0,677,104.25,2544950.75
Montana,2021,1,85,104.25,969475.0
Montana,2021,2,43,9.25,91708.75
Montana,2021,3,39,15.0,76610.0
Montana,2021,4,45,10.75,111452.25
Montana,2021,5,59,10.0,106784.75
Montana,2021,6,84,10.0,232000.25
Montana,2021,7,73,8.25,145997.0
Montana,2021,8,55,7.5,111872.0
Montana,2021,9,40,12.25,82210.5
Montana,2021,10,52,9.25,115762.75
Montana,2021,11,44,60.25,392760.5
Montana,2021,12,58,48.0,108317.0
Nebraska,2021,0,505,152.5,7179027.0
Nebraska,2021,1,25,3.75,19417.25
Nebraska,2021,2,49,19.0,128661.5
Nebraska,2021,3,38,7.75,61337.5
Nebraska,2021,4,18,5.5,20962.25
Nebraska,2021,5,33,4.25,25792.75
Nebraska,2021,6,48,16.0,130811.75
Nebraska,2021,7,92,152.5,5958552.75
Nebraska,2021,8,43,22.0,236918.5
Nebraska,2021,9,32,9.75,87894.0
Nebraska,2021,10,34,7.25,36476.75
Nebraska,2021,11,23,3.5,16271.0
Nebraska,2021,12,70,51.25,455931.0
Nevada,2021,0,665,53.0,1970552.75
Nevada,2021,1,56,9.25,95134.0
Nevada,2021,2,32,40.5,394620.25
Nevada,2021,3,51,9.75,122173.75
Nevada,2021,4,49,23.25,95014.0
Nevada,2021,5,68,8.25,125869.75
Nevada,2021,6,80,13.25,249848.5
Nevada,2021,7,106,53.0,375378.75
Nevada,2021,8,72,12.0,116910.75
Nevada,2021,9,35,9.5,77828.5
Nevada,2021,10,53,18.0,156445.0
Nevada,2021,11,27,4.75,25251.5
Nevada,2021,12,36,32.0,136078.0
New Hampshire,2021,0,882,44.75,2139529.0
New Hampshire,2021,1,52,10.25,62604.75
New Hampshire,2021,2,41,6.0,42974.25
New Hampshire,2021,3,100,44.75,1047313.5
New Hampshire,2021,4,73,12.5,87530.0
New Hampshire,2021,5,57,8.25,86896.5
New Hampshire,2021,6,82,22.25,187060.5
New Hampshire,2021,7,103,9.0,115344.0
New Hampshire,2021,8,70,9.0,103011.5
New Hampshire,2021,9,67,13.75,87501.25
New Hampshire,2021,10,75,13.5,128777.0
New Hampshire,2021,11,47,5.25,25166.5
New Hampshire,2021,12,115,9.25,165349.25
New Jersey,2021,0,3869,173.0,10182983.5
New Jersey,2021,1,207,8.75,222568.25
New Jersey,2021,2,244,15.0,523258.25
New Jersey,2021,3,328,21.25,501230.75
New Jersey,2021,4,260,18.0,346507.5
New Jersey,2021,5,327,19.5,549387.25
New Jersey,2021,6,414,18.25,946592.75
New Jersey,2021,7,499,65.0,2433810.75
New Jersey,2021,8,394,27.0,782447.5
New Jersey,2021,9,388,173.0,2526924.75
New Jersey,2021,10,327,43.5,631648.0
New Jersey,2021,11,243,27.0,404416.0
New Jersey,2021,12,238,10.0,314191.75
New Mexico,2021,0,757,79.75,2064197.75
New Mexico,2021,1,36,10.75,63188.0
New Mexico,2021,2,53,13.0,334482.5
New Mexico,2021,3,57,18.75,120245.25
New Mexico,2021,4,43,11.5,116315.25
New Mexico,2021,5,82,10.75,226846.75
New Mexico,2021,6,120,14.5,291304.0
New Mexico,2021,7,83,26.0,291284.75
