state,year,month,outage_count,max_outage_duration,customer_weighted_hours
Alabama,2017,0,1289,69.0,3727812.25
Alabama,2017,1,60,7.75,98184.0
Alabama,2017,2,21,4.5,30020.5
Alabama,2017,3,49,3.5,40264.75
Alabama,2017,4,62,10.75,75301.0
Alabama,2017,5,122,24.25,644805.0
Alabama,2017,6,111,10.0,172347.5
Alabama,2017,7,98,4.75,82547.0
Alabama,2017,8,54,7.25,47632.75
Alabama,2017,9,58,13.75,64128.25
Alabama,2017,10,277,16.25,276340.0
Alabama,2017,11,76,23.5,86622.25
Alabama,2017,12,301,69.0,2109619.25
Alaska,2017,0,202,10.25,357224.0
Alaska,2017,1,7,7.5,11678.5
Alaska,2017,2,5,3.0,3210.5
Alaska,2017,3,10,5.75,22322.5
Alaska,2017,4,15,10.0,25723.25
Alaska,2017,5,23,6.5,27372.75
Alaska,2017,6,25,4.75,72406.25
Alaska,2017,7,35,10.0,83292.0
Alaska,2017,8,12,4.5,15893.25
Alaska,2017,9,20,10.25,29977.25
Alaska,2017,10,8,4.5,27222.5
Alaska,2017,11,13,4.5,10779.0
Alaska,2017,12,29,7.25,27346.25
Arizona,2017,0,1198,47.5,2876396.0
Arizona,2017,1,48,24.25,132548.25
Arizona,2017,2,37,8.25,47081.75
Arizona,2017,3,71,15.5,119858.75
Arizona,2017,4,82,24.75,205278.75
Arizona,2017,5,110,16.0,133846.25
Arizona,2017,6,136,47.5,249938.5
Arizona,2017,7,198,25.75,653940.75
Arizona,2017,8,167,30.25,492047.5
Arizona,2017,9,114,42.5,350024.25
Arizona,2017,10,106,33.75,264923.0
Arizona,2017,11,39,9.75,54677.0
Arizona,2017,12,90,14.0,172231.25
Arkansas,2017,0,2005,82.25,6082156.0
Arkansas,2017,1,98,13.75,141536.25
Arkansas,2017,2,66,16.5,69569.75
Arkansas,2017,3,208,45.0,844642.75
Arkansas,2017,4,316,70.75,2382986.75
Arkansas,2017,5,292,43.5,771204.5
Arkansas,2017,6,212,82.25,437863.75
Arkansas,2017,7,245,30.5,470131.75
Arkansas,2017,8,182,50.25,333500.75
Arkansas,2017,9,111,14.0,125242.75
Arkansas,2017,10,145,51.0,372165.75
Arkansas,2017,11,25,7.0,38953.25
Arkansas,2017,12,105,7.25,94358.0
California,2017,0,4917,177.75,31298962.25
California,2017,1,416,118.5,3309496.75
California,2017,2,373,44.75,1979550.5
California,2017,3,428,58.75,2070134.75
California,2017,4,350,95.25,2223643.25
California,2017,5,480,43.0,2258176.5
California,2017,6,503,101.5,2629557.75
California,2017,7,481,100.25,2986036.75
California,2017,8,478,177.75,4710036.75
California,2017,9,483,95.75,2347529.5
California,2017,10,434,81.0,2464539.75
California,2017,11,140,30.0,491034.75
California,2017,12,351,119.0,3829225.25
Colorado,2017,0,1474,66.25,3251956.75
Colorado,2017,1,12,66.25,272207.5
Colorado,2017,2,19,4.0,18783.75
Colorado,2017,3,54,20.0,213169.75
Colorado,2017,4,120,14.0,188313.0
Colorado,2017,5,191,19.25,424363.0
Colorado,2017,6,182,11.75,289577.75
Colorado,2017,7,215,9.5,308157.25
Colorado,2017,8,183,15.0,316036.5
Colorado,2017,9,155,12.5,257119.25
Colorado,2017,10,158,40.75,627002.5
Colorado,2017,11,55,4.25,50121.5
Colorado,2017,12,130,45.75,287105.0
Connecticut,2017,0,1210,52.75,5992072.25
Connecticut,2017,1,92,20.75,152620.5
Connecticut,2017,2,89,22.0,127178.25
Connecticut,2017,3,120,17.5,208689.5
Connecticut,2017,4,83,6.0,64410.25
Connecticut,2017,5,118,7.75,90084.5
Connecticut,2017,6,145,10.0,142810.0
Connecticut,2017,7,125,29.25,131300.0
Connecticut,2017,8,106,11.0,116615.0
Connecticut,2017,9,111,9.0,128814.5
Connecticut,2017,10,128,52.75,4749397.25
Connecticut,2017,11,26,3.75,20728.25
Connecticut,2017,12,67,14.0,59424.25
Delaware,2017,0,423,61.25,1259149.0
Delaware,2017,1,32,25.25,59229.25
Delaware,2017,2,29,7.0,38939.5
Delaware,2017,3,29,61.25,644339.25
Delaware,2017,4,32,22.25,105330.5
Delaware,2017,5,36,6.75,41781.0
Delaware,2017,6,46,9.5,63887.0
Delaware,2017,7,62,6.75,79035.75
Delaware,2017,8,61,9.0,106425.0
Delaware,2017,9,27,10.5,35345.5
Delaware,2017,10,33,5.75,47529.5
Delaware,2017,11,12,6.75,11431.0
Delaware,2017,12,24,4.0,25875.75
District of Columbia,2017,0,291,9.75,349923.75
District of Columbia,2017,1,15,5.75,8931.0
District of Columbia,2017,2,14,5.5,57894.75
District of Columbia,2017,3,34,6.75,49746.0
District of Columbia,2017,4,22,4.0,46528.25
District of Columbia,2017,5,33,4.5,21551.25
District of Columbia,2017,6,29,6.0,41401.75
District of Columbia,2017,7,29,9.75,43067.5
District of Columbia,2017,8,38,8.5,26212.75
District of Columbia,2017,9,24,5.5,12166.5
District of Columbia,2017,10,24,4.75,16612.0
District of Columbia,2017,11,14,3.0,9442.0
District of Columbia,2017,12,15,4.0,16370.0
Florida,2017,0,10820,266.0,546283602.75
