state,year,month,outage_count,max_outage_duration,customer_weighted_hours
Colorado,2016,6,195,10.25,276971.5
Colorado,2016,7,164,17.5,240493.25
Colorado,2016,8,142,21.0,288407.75
Colorado,2016,9,76,9.25,67885.5
Colorado,2016,10,14,8.0,14246.5
Colorado,2016,11,9,3.0,8020.5
Colorado,2016,12,24,7.75,31314.0
Connecticut,2016,0,1527,63.25,4131150.75
Connecticut,2016,1,91,11.75,100443.25
Connecticut,2016,2,147,63.25,2252938.0
Connecticut,2016,3,111,16.0,114424.75
Connecticut,2016,4,100,17.5,390146.0
Connecticut,2016,5,126,12.0,105497.75
Connecticut,2016,6,184,7.0,139377.75
Connecticut,2016,7,206,12.75,309570.0
Connecticut,2016,8,160,20.75,358933.0
Connecticut,2016,9,139,10.0,101228.75
Connecticut,2016,10,88,6.75,71135.25
Connecticut,2016,11,77,19.5,94336.25
Connecticut,2016,12,98,7.75,93120.0
Delaware,2016,0,533,35.25,1192734.0
Delaware,2016,1,43,35.25,156010.25
Delaware,2016,2,38,8.75,43264.0
Delaware,2016,3,32,7.0,49065.75
Delaware,2016,4,29,23.5,103946.25
Delaware,2016,5,36,6.25,93954.25
Delaware,2016,6,48,27.25,148534.25
Delaware,2016,7,79,25.75,232072.0
Delaware,2016,8,54,6.0,73388.75
Delaware,2016,9,59,23.75,131791.5
Delaware,2016,10,39,9.5,62367.25
Delaware,2016,11,39,17.25,65176.25
Delaware,2016,12,37,7.5,33163.5
District of Columbia,2016,0,357,21.0,683652.0
District of Columbia,2016,1,23,4.75,32862.0
District of Columbia,2016,2,24,12.25,29306.0
District of Columbia,2016,3,15,6.5,19542.75
District of Columbia,2016,4,38,21.0,52403.5
District of Columbia,2016,5,25,9.75,46625.0
District of Columbia,2016,6,48,17.5,90824.5
District of Columbia,2016,7,48,15.25,173611.75
District of Columbia,2016,8,42,11.25,104938.5
District of Columbia,2016,9,30,10.0,39922.0
District of Columbia,2016,10,21,12.25,24947.0
District of Columbia,2016,11,19,13.75,18743.5
District of Columbia,2016,12,24,14.0,49925.5
Florida,2016,0,10994,150.5,73968251.75
Florida,2016,1,886,35.25,2160722.0
Florida,2016,2,653,37.5,1261448.5
Florida,2016,3,684,30.0,846031.75
Florida,2016,4,636,20.5,659975.75
Florida,2016,5,998,113.5,1596860.25
Florida,2016,6,1259,39.75,2114561.5
Florida,2016,7,1350,19.0,1670542.25
Florida,2016,8,1258,28.25,1630618.75
Florida,2016,9,1161,116.5,8183369.0
Florida,2016,10,862,150.5,52431092.5
Florida,2016,11,590,19.0,694667.5
Florida,2016,12,657,14.25,718362.0
Georgia,2016,0,4111,153.0,22762672.0
Georgia,2016,1,252,37.0,359051.0
Georgia,2016,2,301,23.0,481731.0
Georgia,2016,3,225,11.5,280437.25
Georgia,2016,4,288,35.5,561688.5
Georgia,2016,5,261,23.25,282228.75
Georgia,2016,6,517,24.75,882584.25
Georgia,2016,7,582,28.5,1182497.0
Georgia,2016,8,419,36.5,556865.0
Georgia,2016,9,360,60.5,2200243.75
Georgia,2016,10,317,153.0,15303521.25
Georgia,2016,11,257,15.0,344005.25
Georgia,2016,12,332,42.5,327819.0
Idaho,2016,0,558,34.25,917407.75
Idaho,2016,1,16,11.5,17687.0
Idaho,2016,2,8,31.75,26198.5
Idaho,2016,3,21,7.0,25950.0
Idaho,2016,4,30,4.25,25414.75
Idaho,2016,5,68,5.5,110373.0
Idaho,2016,6,57,9.75,81716.75
Idaho,2016,7,55,8.0,114936.75
Idaho,2016,8,59,30.0,114888.5
Idaho,2016,9,52,9.75,84239.25
Idaho,2016,10,64,12.0,110161.0
Idaho,2016,11,31,5.25,60535.0
Idaho,2016,12,97,34.25,145307.25
Illinois,2016,0,2500,54.75,7045029.5
Illinois,2016,1,222,15.0,276604.75
Illinois,2016,2,275,41.0,1817223.75
Illinois,2016,3,266,30.0,528120.75
Illinois,2016,4,371,16.5,509117.5
Illinois,2016,5,331,31.25,682274.25
Illinois,2016,6,361,45.25,695535.5
Illinois,2016,7,235,54.75,1954079.5
Illinois,2016,8,93,11.5,186333.75
Illinois,2016,9,116,22.75,131078.0
Illinois,2016,10,78,10.5,110715.0
Illinois,2016,11,82,9.5,72126.75
Illinois,2016,12,70,6.0,81820.0
Indiana,2016,0,2592,111.5,8025868.0
Indiana,2016,1,136,10.25,237179.0
Indiana,2016,2,178,51.0,639536.75
Indiana,2016,3,153,8.75,244422.75
Indiana,2016,4,284,38.75,1243348.0
Indiana,2016,5,162,29.0,264678.0
Indiana,2016,6,412,111.5,1639854.5
Indiana,2016,7,322,31.0,1008715.5
Indiana,2016,8,291,84.5,1734853.75
Indiana,2016,9,171,15.5,225872.0
Indiana,2016,10,145,15.0,172942.5
Indiana,2016,11,170,17.0,328444.5
Indiana,2016,12,168,23.75,286020.75
Iowa,2016,0,1436,35.75,2217395.0
Iowa,2016,1,47,9.0,47487.5
Iowa,2016,2,96,11.75,141263.75
Iowa,2016,3,81,11.5,135688.5
Iowa,2016,4,84,9.5,76849.5
Iowa,2016,5,92,15.0,118385.75
Iowa,2016,6,185,35.75,355784.75
Iowa,2016,7,295,15.25,537586.75
Iowa,2016,8,174,12.75,286490.75
Iowa,2016,9,133,13.5,163346.0
Iowa,2016,10,108,26.5,200559.0
Iowa,2016,11,78,5.25,75863.25
Iowa,2016,12,63,6.75,78089.5
Kansas,2016,0,1287,46.5,2077201.25
Kansas,2016,1,56,6.75,43599.25
Kansas,2016,2,64,6.75,71670.5
Kansas,2016,3,78,7.25,73688.75
Kansas,2016,4,119,10.75,167548.75
Kansas,2016,5,151,46.5,316897.5
Kansas,2016,6,146,21.0,209963.0
Kansas,2016,7,174,26.25,604398.5
Kansas,2016,8,110,15.5,198130.0
Kansas,2016,9,141,6.0,85305.75
Kansas,2016,10,113,22.0,182707.75
Kansas,2016,11,53,4.25,39778.75
Kansas,2016,12,82,5.0,83512.75
Kentucky,2016,0,2072,46.0,3400516.0
Kentucky,2016,1,126,11.75,199495.25
Kentucky,2016,2,105,7.75,102430.5
Kentucky,2016,3,142,43.25,219602.5
Kentucky,2016,4,177,36.75,308202.25
Kentucky,2016,5,210,19.5,268314.5
Kentucky,2016,6,274,38.5,661651.25
Kentucky,2016,7,321,46.0,602637.5
Kentucky,2016,8,183,21.0,269080.5
Kentucky,2016,9,127,25.75,196258.25
Kentucky,2016,10,131,14.5,174950.25
Kentucky,2016,11,135,16.25,135555.25
Kentucky,2016,12,141,45.75,262338.0
Louisiana,2016,0,4981,141.75,13495615.25
Louisiana,2016,1,272,9.25,329001.25
Louisiana,2016,2,291,90.5,900831.25
Louisiana,2016,3,519,141.75,1293207.5
Louisiana,2016,4,398,32.25,508163.0
Louisiana,2016,5,452,71.0,2187309.75
Louisiana,2016,6,522,97.25,739095.0
Louisiana,2016,7,607,61.75,1178183.0
Louisiana,2016,8,723,79.75,4935018.5
Louisiana,2016,9,349,10.0,443793.5
Louisiana,2016,10,222,10.0,226644.5
Louisiana,2016,11,288,16.0,357742.25
Louisiana,2016,12,338,11.75,396625.75
Maine,2016,0,1373,67.5,5703123.75
Maine,2016,1,79,67.5,1014913.5
Maine,2016,2,96,23.25,521469.5
Maine,2016,3,84,10.25,102227.0
Maine,2016,4,113,27.75,674449.5
Maine,2016,5,73,6.75,104076.75
Maine,2016,6,123,7.5,154933.75
Maine,2016,7,152,31.5,394222.75
Maine,2016,8,119,34.0,221837.75
Maine,2016,9,93,14.0,162770.0
Maine,2016,10,152,11.0,221615.75
Maine,2016,11,97,18.0,147735.75
Maine,2016,12,192,32.25,1982871.75
Maryland,2016,0,4155,30.5,4525850.270833334
Maryland,2016,1,224,12.5,248966.75
Maryland,2016,2,162,20.5,239080.25
Maryland,2016,3,182,7.75,144863.75
Maryland,2016,4,371,17.75,524584.5
Maryland,2016,5,202,11.5,237996.61111111112
Maryland,2016,6,619,30.5,893930.0
Maryland,2016,7,627,17.75,518610.25
Maryland,2016,8,634,25.0,662241.5208333334
Maryland,2016,9,342,14.5,258343.63888888888
Maryland,2016,10,267,7.5,245039.5
Maryland,2016,11,282,13.75,323774.25
Maryland,2016,12,243,22.0,228419.25
Massachusetts,2016,0,2661,59.5,6562078.5
Massachusetts,2016,1,180,30.5,287686.25
Massachusetts,2016,2,299,59.5,2721273.5
Massachusetts,2016,3,181,22.25,314305.25
Massachusetts,2016,4,214,17.0,362828.75
Massachusetts,2016,5,180,15.75,217206.0
Massachusetts,2016,6,238,15.5,281386.5
Massachusetts,2016,7,321,29.5,882881.5
Massachusetts,2016,8,283,16.5,390683.0
Massachusetts,2016,9,217,12.25,302386.5
Massachusetts,2016,10,221,19.25,392441.75
Massachusetts,2016,11,151,16.75,198056.5
Massachusetts,2016,12,176,14.0,210943.0
Michigan,2016,0,2104,45.0,8460203.75
Michigan,2016,1,203,30.25,726415.25
Michigan,2016,2,404,45.0,3394755.5
Michigan,2016,3,228,34.25,967148.75
Michigan,2016,4,133,11.0,221816.75
Michigan,2016,5,148,26.0,252971.75
Michigan,2016,6,302,31.0,931820.75
Michigan,2016,7,404,32.5,1292723.75
Michigan,2016,8,91,15.0,152360.25
Michigan,2016,9,40,25.0,79751.75
Michigan,2016,10,57,17.75,111726.5
Michigan,2016,11,54,39.75,229704.5
Michigan,2016,12,40,19.5,99008.25
Minnesota,2016,0,1660,108.75,7561628.5
Minnesota,2016,1,62,9.5,54092.25
Minnesota,2016,2,51,30.0,82422.75
Minnesota,2016,3,85,11.5,143751.5
Minnesota,2016,4,107,21.5,112645.0
Minnesota,2016,5,142,23.25,184835.75
Minnesota,2016,6,317,28.25,605034.25
Minnesota,2016,7,392,108.75,5095796.75
Minnesota,2016,8,186,41.0,399043.25
Minnesota,2016,9,157,9.5,157023.5
Minnesota,2016,10,48,7.75,39813.0
Minnesota,2016,11,65,68.75,594630.25
Minnesota,2016,12,48,12.0,92540.25
Mississippi,2016,0,1608,52.0,2976282.75
Mississippi,2016,1,81,10.0,80038.5
Mississippi,2016,2,130,52.0,269643.5
Mississippi,2016,3,146,49.25,401901.5
Mississippi,2016,4,129,26.0,329794.5
Mississippi,2016,5,117,8.75,149774.75
Mississippi,2016,6,150,27.5,302175.5
Mississippi,2016,7,225,25.5,391277.75
Mississippi,2016,8,172,27.25,232715.75
Mississippi,2016,9,103,8.5,93044.0
Mississippi,2016,10,75,8.0,74462.5
Mississippi,2016,11,142,30.75,342055.5
Mississippi,2016,12,138,43.0,309399.0
Missouri,2016,0,3550,54.5,7044732.75
Missouri,2016,1,114,18.75,149199.5
Missouri,2016,2,355,15.5,484583.0
Missouri,2016,3,156,10.75,179461.25
Missouri,2016,4,292,20.75,346098.0
Missouri,2016,5,294,19.0,745328.25
Missouri,2016,6,251,19.75,227956.25
Missouri,2016,7,1032,54.5,3931260.75
Missouri,2016,8,302,32.75,387611.5
Missouri,2016,9,193,12.0,154549.5
Missouri,2016,10,138,11.75,144183.25
Missouri,2016,11,180,5.5,72065.0
Missouri,2016,12,243,8.0,222436.5
Montana,2016,0,102,27.75,190970.0
Montana,2016,1,9,4.5,20405.75
Montana,2016,2,2,1.25,1160.5
Montana,2016,3,5,15.0,5718.5
Montana,2016,4,12,8.75,19400.5
Montana,2016,5,15,6.5,23533.0
Montana,2016,6,8,5.75,15082.25
Montana,2016,7,10,6.25,30380.0
Montana,2016,8,6,6.75,9869.75
Montana,2016,9,6,4.0,5277.75
Montana,2016,10,12,27.75,34565.5
Montana,2016,11,8,5.25,5682.0
Montana,2016,12,9,6.5,19894.5
Nebraska,2016,0,392,28.25,782381.75
Nebraska,2016,1,15,2.25,12487.75
Nebraska,2016,2,42,11.25,143781.5
Nebraska,2016,3,48,5.75,41159.75
Nebraska,2016,4,37,4.5,19304.75
Nebraska,2016,5,33,9.25,46353.75
Nebraska,2016,6,48,9.25,64670.0
Nebraska,2016,7,35,9.5,69825.0
Nebraska,2016,8,44,28.25,273849.75
Nebraska,2016,9,16,3.0,15312.0
Nebraska,2016,10,23,2.5,14616.75
Nebraska,2016,11,23,10.25,37053.0
Nebraska,2016,12,28,8.25,43967.75
Nevada,2016,0,697,22.5,1428700.25
Nevada,2016,1,50,6.0,58653.5
Nevada,2016,2,47,6.5,112086.0
Nevada,2016,3,56,17.75,150350.5
Nevada,2016,4,49,10.0,106511.25
Nevada,2016,5,62,6.0,80585.0
Nevada,2016,6,92,8.0,141661.0
Nevada,2016,7,65,15.25,128198.75
Nevada,2016,8,49,14.5,159647.25
Nevada,2016,9,48,10.25,79902.75
Nevada,2016,10,82,20.75,196886.75
Nevada,2016,11,37,8.75,83482.25
Nevada,2016,12,60,22.5,130735.25
New Hampshire,2016,0,900,30.5,2053046.25
New Hampshire,2016,1,49,8.5,63365.5
New Hampshire,2016,2,82,12.75,154561.5
New Hampshire,2016,3,81,9.0,149173.5
New Hampshire,2016,4,48,9.5,64889.5
New Hampshire,2016,5,49,5.75,68478.0
New Hampshire,2016,6,105,6.25,127805.5
New Hampshire,2016,7,125,30.5,875344.25
New Hampshire,2016,8,84,7.5,88719.5
New Hampshire,2016,9,69,15.0,161947.0
New Hampshire,2016,10,78,7.5,103769.0
New Hampshire,2016,11,62,8.75,83207.5
New Hampshire,2016,12,68,16.75,111785.5
New Jersey,2016,0,5534,115.5,15011813.75
New Jersey,2016,1,317,48.25,2362550.0
New Jersey,2016,2,476,28.0,1430212.25
New Jersey,2016,3,353,16.75,479780.0
New Jersey,2016,4,430,115.5,1979209.75
New Jersey,2016,5,501,19.5,688962.25
New Jersey,2016,6,662,30.25,1889703.0
New Jersey,2016,7,658,32.0,2766755.5
New Jersey,2016,8,576,31.25,1199805.75
New Jersey,2016,9,476,26.5,795086.0
New Jersey,2016,10,398,13.75,472108.5
New Jersey,2016,11,404,16.5,530864.75
New Jersey,2016,12,283,9.75,416776.0
New Mexico,2016,0,577,81.25,1624788.75
New Mexico,2016,1,30,5.25,53609.5
New Mexico,2016,2,27,4.25,35374.25
New Mexico,2016,3,29,7.75,60315.25
New Mexico,2016,4,34,5.0,74309.0
New Mexico,2016,5,40,20.75,98489.75
New Mexico,2016,6,95,81.25,149957.25
New Mexico,2016,7,91,7.75,199068.0
New Mexico,2016,8,93,7.75,564595.5
New Mexico,2016,9,40,6.5,200203.5
New Mexico,2016,10,37,7.0,61515.0
New Mexico,2016,11,33,5.0,57566.25
New Mexico,2016,12,28,7.25,69785.5
New York,2016,0,6415,54.0,14804646.75
New York,2016,1,417,41.25,1038629.0
New York,2016,2,542,54.0,2514644.75
New York,2016,3,431,18.75,691326.75
New York,2016,4,407,32.5,914126.25
New York,2016,5,430,27.5,863123.25
New York,2016,6,770,16.5,991018.25
New York,2016,7,804,20.75,1742223.25
New York,2016,8,755,47.75,2377090.25
New York,2016,9,483,15.75,805265.75
New York,2016,10,514,21.25,1024130.0
New York,2016,11,520,30.0,1314246.0
New York,2016,12,342,29.75,528823.25
North Carolina,2016,0,5146,280.25,52482599.25
North Carolina,2016,1,325,70.75,4956977.25
North Carolina,2016,2,450,56.5,2335825.0
North Carolina,2016,3,204,9.25,244591.75
North Carolina,2016,4,433,36.0,620094.75
North Carolina,2016,5,437,16.25,678722.75
North Carolina,2016,6,529,33.0,1330808.25
North Carolina,2016,7,808,74.0,5377307.0
North Carolina,2016,8,488,20.75,718245.25
North Carolina,2016,9,481,28.25,1400183.5
North Carolina,2016,10,427,280.25,33957736.25
North Carolina,2016,11,286,31.0,482599.5
North Carolina,2016,12,278,11.0,379508.0
North Dakota,2016,0,133,15.25,181399.0
North Dakota,2016,1,4,2.5,12318.75
North Dakota,2016,2,6,4.0,8909.0
North Dakota,2016,3,8,1.75,8396.25
North Dakota,2016,4,7,5.0,18160.75
North Dakota,2016,5,14,5.0,40902.75
North Dakota,2016,6,10,2.5,16598.75
North Dakota,2016,7,21,4.75,19429.75
North Dakota,2016,8,20,8.5,15328.0
North Dakota,2016,9,9,2.0,2782.0
North Dakota,2016,10,1,0.75,153.75
North Dakota,2016,11,5,1.5,1784.25
North Dakota,2016,12,28,15.25,36635.0
Ohio,2016,0,5311,151.5,13403150.75
Ohio,2016,1,228,151.5,548841.25
Ohio,2016,2,356,30.5,938757.25
Ohio,2016,3,353,40.75,669319.25
Ohio,2016,4,464,37.5,1599388.5
Ohio,2016,5,358,18.25,637144.5
Ohio,2016,6,629,75.25,1789503.75
Ohio,2016,7,633,25.0,1643664.75
Ohio,2016,8,661,48.0,2654839.25
Ohio,2016,9,474,21.0,825831.5
Ohio,2016,10,390,21.0,644661.25
Ohio,2016,11,381,27.0,743371.5
Ohio,2016,12,384,46.0,707828.0
Oklahoma,2016,0,2188,103.5,7352707.25
Oklahoma,2016,1,135,103.5,575378.0
Oklahoma,2016,2,149,16.5,232485.75
Oklahoma,2016,3,141,31.5,377968.25
Oklahoma,2016,4,256,22.5,839407.75
Oklahoma,2016,5,239,97.75,840052.0
Oklahoma,2016,6,170,43.5,336543.0
Oklahoma,2016,7,330,45.0,3151880.0
Oklahoma,2016,8,230,14.5,327490.75
Oklahoma,2016,9,186,15.0,241569.0
Oklahoma,2016,10,123,12.25,152338.25
Oklahoma,2016,11,101,16.25,139525.5
Oklahoma,2016,12,128,7.25,138069.0
Oregon,2016,0,511,116.5,2483688.0
Oregon,2016,1,53,33.5,247790.25
Oregon,2016,2,33,116.5,109731.0
Oregon,2016,3,48,21.0,147233.25
Oregon,2016,4,43,5.75,43661.0
Oregon,2016,5,23,21.5,54253.0
Oregon,2016,6,50,9.75,113765.25
Oregon,2016,7,34,13.75,118355.25
Oregon,2016,8,41,11.0,110624.75
Oregon,2016,9,31,15.0,125103.0
Oregon,2016,10,68,26.5,594314.5
Oregon,2016,11,34,13.75,90630.25
Oregon,2016,12,53,59.75,728226.5
Pennsylvania,2016,0,6881,133.5,11439298.0
Pennsylvania,2016,1,366,21.75,430492.25
Pennsylvania,2016,2,522,42.5,1131050.0
Pennsylvania,2016,3,512,22.0,595675.0
Pennsylvania,2016,4,526,116.25,1538123.25
Pennsylvania,2016,5,517,16.5,576317.0
Pennsylvania,2016,6,778,30.0,1332435.75
Pennsylvania,2016,7,865,25.5,1655223.5
Pennsylvania,2016,8,738,27.75,1285121.5
Pennsylvania,2016,9,584,35.0,779216.0
Pennsylvania,2016,10,499,24.5,685220.75
Pennsylvania,2016,11,524,133.5,811940.25
Pennsylvania,2016,12,450,19.25,618482.75
Rhode Island,2016,0,301,51.75,1351319.75
Rhode Island,2016,1,20,5.0,28683.0
Rhode Island,2016,2,51,51.75,787541.0
Rhode Island,2016,3,16,8.5,38677.25
Rhode Island,2016,4,20,6.5,33952.5
Rhode Island,2016,5,22,6.0,20924.0
Rhode Island,2016,6,22,4.5,33699.75
Rhode Island,2016,7,37,13.0,133373.75
Rhode Island,2016,8,33,15.25,101163.25
Rhode Island,2016,9,31,16.25,74442.25
Rhode Island,2016,10,15,4.0,21039.0
Rhode Island,2016,11,15,2.25,11119.75
Rhode Island,2016,12,19,7.5,66704.25
South Carolina,2016,0,1837,286.75,35775813.5
South Carolina,2016,1,124,55.0,587931.5
South Carolina,2016,2,159,51.5,636236.25
South Carolina,2016,3,102,9.25,126760.75
South Carolina,2016,4,141,6.25,147363.25
South Carolina,2016,5,155,17.5,286181.5
South Carolina,2016,6,147,11.5,247353.0
South Carolina,2016,7,231,32.75,512905.5
South Carolina,2016,8,188,17.75,262757.25
South Carolina,2016,9,175,47.0,524959.0
South Carolina,2016,10,170,286.75,32050270.0
South Carolina,2016,11,131,36.75,283600.75
South Carolina,2016,12,114,10.5,109494.75
South Dakota,2016,0,104,9.25,179498.5
South Dakota,2016,1,5,5.25,6203.75
South Dakota,2016,2,16,4.5,49802.75
South Dakota,2016,3,4,4.75,4349.0
South Dakota,2016,4,1,3.0,13500.75
South Dakota,2016,5,9,6.75,8488.25
South Dakota,2016,6,24,6.25,40454.25
South Dakota,2016,7,18,9.0,33023.75
South Dakota,2016,8,6,9.25,8347.5
South Dakota,2016,9,12,2.5,10449.25
South Dakota,2016,10,6,4.5,4174.25
South Dakota,2016,11,2,0.5,327.0
South Dakota,2016,12,1,1.25,378.0
Tennessee,2016,0,2006,218.75,5859527.75
Tennessee,2016,1,109,31.75,209977.5
Tennessee,2016,2,131,14.0,153586.0
Tennessee,2016,3,126,17.0,204788.75
Tennessee,2016,4,138,50.75,463660.25
Tennessee,2016,5,192,37.0,413573.5
Tennessee,2016,6,225,44.25,812015.0
Tennessee,2016,7,299,37.75,1320356.25
Tennessee,2016,8,197,11.75,268587.75
Tennessee,2016,9,152,35.5,237549.25
Tennessee,2016,10,121,9.75,121435.75
Tennessee,2016,11,155,218.75,1347800.75
Tennessee,2016,12,161,18.5,306197.0
Texas,2016,0,3156,78.0,7681174.0
Texas,2016,1,120,6.0,178977.0
Texas,2016,2,159,20.0,206637.0
Texas,2016,3,217,15.25,324983.75
Texas,2016,4,464,55.0,1551896.5
Texas,2016,5,339,78.0,2614331.5
Texas,2016,6,375,15.25,592740.5
Texas,2016,7,347,68.75,646989.5
Texas,2016,8,344,18.5,491719.25
Texas,2016,9,221,12.5,290006.75
Texas,2016,10,140,8.75,167452.0
Texas,2016,11,169,11.25,230799.5
Texas,2016,12,261,18.0,384640.75
Vermont,2016,0,615,46.5,1359873.0
Vermont,2016,1,32,8.25,37155.25
Vermont,2016,2,31,12.25,69221.0
Vermont,2016,3,41,18.25,122996.75
Vermont,2016,4,33,6.75,29027.75
Vermont,2016,5,35,5.25,36230.25
Vermont,2016,6,86,5.75,52782.25
Vermont,2016,7,76,46.5,524451.0
Vermont,2016,8,80,12.75,97927.0
Vermont,2016,9,35,11.25,32234.5
Vermont,2016,10,75,24.0,228982.25
Vermont,2016,11,50,14.75,68789.25
Vermont,2016,12,41,9.5,60075.75
Virginia,2016,0,7218,111.5,28404298.0
Virginia,2016,1,408,17.75,713972.0
Virginia,2016,2,1018,60.25,2027125.75
Virginia,2016,3,349,92.75,586452.5
Virginia,2016,4,688,37.0,1415998.5
Virginia,2016,5,478,17.0,653123.25
Virginia,2016,6,932,65.75,8216979.0
Virginia,2016,7,1022,37.25,2933487.0
Virginia,2016,8,564,22.5,939912.25
Virginia,2016,9,556,28.75,1268338.5
Virginia,2016,10,541,111.5,8554158.75
Virginia,2016,11,343,24.75,532749.5
Virginia,2016,12,319,28.5,562001.0
Washington,2016,0,1327,168.0,7849810.0
Washington,2016,1,103,13.25,208937.25
Washington,2016,2,80,20.0,192980.0
Washington,2016,3,124,86.5,3997299.5
Washington,2016,4,62,95.5,241865.5
Washington,2016,5,113,26.75,247133.25
Washington,2016,6,132,38.75,340235.5
Washington,2016,7,106,53.75,265877.5
Washington,2016,8,104,14.5,209667.0
Washington,2016,9,114,12.5,376438.0
Washington,2016,10,142,59.5,1018645.5
Washington,2016,11,119,20.0,349983.0
Washington,2016,12,128,168.0,400748.0
West Virginia,2016,0,3410,171.25,15956592.5
West Virginia,2016,1,137,54.75,453128.5
West Virginia,2016,2,264,60.0,847556.5
West Virginia,2016,3,273,28.5,731244.75
West Virginia,2016,4,278,73.5,1158641.5
West Virginia,2016,5,247,19.0,561709.25
West Virginia,2016,6,535,171.25,6786542.0
West Virginia,2016,7,431,69.5,2248535.0
West Virginia,2016,8,373,42.0,894784.25
West Virginia,2016,9,233,45.5,474772.5
West Virginia,2016,10,206,22.5,420583.0
West Virginia,2016,11,185,131.5,712898.75
West Virginia,2016,12,248,34.5,666196.5
Wisconsin,2016,0,1571,56.5,5083472.75
Wisconsin,2016,1,60,4.5,52631.75
Wisconsin,2016,2,78,11.5,148052.0
Wisconsin,2016,3,145,21.5,331307.5
Wisconsin,2016,4,91,7.0,135642.25
Wisconsin,2016,5,114,9.5,144894.0
Wisconsin,2016,6,270,55.5,1977790.5
Wisconsin,2016,7,246,56.5,1317500.0
Wisconsin,2016,8,127,27.0,281280.25
Wisconsin,2016,9,155,8.25,189618.75
Wisconsin,2016,10,102,14.5,151023.75
Wisconsin,2016,11,95,9.5,173412.5
Wisconsin,2016,12,88,14.5,180319.5
Wyoming,2016,0,12,3.75,51083.75
Wyoming,2016,1,0,0.0,0.0
Wyoming,2016,2,4,0.75,32036.0
Wyoming,2016,3,1,2.75,5379.0
Wyoming,2016,4,0,0.0,0.0
Wyoming,2016,5,0,0.0,0.0
Wyoming,2016,6,1,1.0,1111.0
Wyoming,2016,7,2,1.75,5816.25
Wyoming,2016,8,0,0.0,0.0
Wyoming,2016,9,2,1.0,1162.0
Wyoming,2016,10,2,3.75,5579.5
Wyoming,2016,11,0,0.0,0.0
Wyoming,2016,12,0,0.0,0.0
